fixed tweet,tweet length,number of words,number of lines,number of short words,upload hour,tweet source code,included media(?),number of user mentions,number of links,number of hashtags,emojis,pcfg rules,negativity score,neutrality score,positivity score,part of speech tagging
Watch the full video here:   ,29,5,1,2,4,1,1,0,1,1,,"{""NP"": {""DT#JJ#NN"": 1}, ""VP"": {""VB#NP#ADVP"": 1}, ""S"": {""VP#:"": 1}}",0.0,1.0,0.0,"{""V"": 1, ""D"": 1, ""A"": 1, ""N"": 1, ""R"": 1, "","": 1}"
,0,0,0,0,18,1,0,0,1,0,💔:2,{},0.0,0.0,0.0,{}
 ,1,0,1,0,18,1,0,0,1,0,💔:4,{},0.0,0.0,0.0,{}
 ,1,0,1,0,18,1,1,0,1,1,,{},0.0,0.0,0.0,{}
,0,0,0,0,17,1,0,0,1,0,💔:2,{},0.0,0.0,0.0,{}
Nothing Breaks Like a Heart (feat. Miley Cyrus) - Single by Mark Ronson ,72,13,1,5,19,1,0,0,1,0,,"{""NP"": {""NNP#NNP#-RRB-#NNP#NNP"": 1}, ""ADVP"": {""FW#FW"": 1}, ""VP"": {""ADVP#VBZ#-LRB-#NP"": 1}, ""ROOT"": {""NP"": 1}}",0.174,0.826,0.0,"{""N"": 2, ""V"": 2, ""P"": 2, ""D"": 1, "","": 4, ""^"": 4, ""A"": 1}"
Watch the full video here:  ,28,5,1,2,19,1,1,0,1,1,,"{""NP"": {""DT#JJ#NN"": 1}, ""VP"": {""VB#NP#ADVP"": 1}, ""S"": {""VP#:"": 1}}",0.0,1.0,0.0,"{""V"": 1, ""D"": 1, ""A"": 1, ""N"": 1, ""R"": 1, "","": 1}"
 ,1,0,1,0,17,1,0,0,1,1,💔:2,{},0.0,0.0,0.0,{}
 ,1,0,1,0,17,1,0,0,1,1,💔:2,{},0.0,0.0,0.0,{}
Go watch!  ,11,2,1,1,17,1,0,0,1,1,,"{""VP"": {""VBP"": 1}}",0.0,1.0,0.0,"{""V"": 2, "","": 1}"
,0,0,0,0,17,1,0,1,0,0,💔:1,{},0.0,0.0,0.0,{}
,0,0,0,0,17,1,0,0,1,0,💔:1,{},0.0,0.0,0.0,{}
 ,1,0,1,0,17,1,1,0,1,1,,{},0.0,0.0,0.0,{}
 ,1,0,1,0,4,1,1,0,1,1,,{},0.0,0.0,0.0,{}
,0,0,0,0,4,1,0,1,0,0,💔:1,{},0.0,0.0,0.0,{}
,0,0,0,0,3,1,0,3,0,0,💔:2,{},0.0,0.0,0.0,{}
,0,0,0,0,2,1,0,2,0,0,💔:2,{},0.0,0.0,0.0,{}
,0,0,0,0,2,1,0,2,0,0,💔:2,{},0.0,0.0,0.0,{}
,0,0,0,0,2,1,0,4,0,0,💔:1,{},0.0,0.0,0.0,{}
,0,0,0,0,2,1,0,0,1,0,💔:3,{},0.0,0.0,0.0,{}
,0,0,0,0,2,1,0,0,1,0,💔:2,{},0.0,0.0,0.0,{}
,0,0,0,0,1,1,0,0,1,0,💔:2,{},0.0,0.0,0.0,{}
 ,1,0,1,0,1,1,0,0,1,1,💔:3,{},0.0,0.0,0.0,{}
 ,1,0,1,0,1,1,0,0,1,1,💔:3,{},0.0,0.0,0.0,{}
,0,0,0,0,1,1,1,0,1,0,,{},0.0,0.0,0.0,{}
,0,0,0,0,1,1,0,0,1,0,💔:3,{},0.0,0.0,0.0,{}
Nothing Breaks Like a Heart out now....    ,43,7,1,3,1,1,1,0,1,1,💔:1,"{""NP"": {""NNP#NNPS"": 1, ""DT#NNP"": 1, ""RB"": 1}, ""PP"": {""IN#NP#:"": 1}, ""FRAG"": {""NP#PP#PP"": 1}, ""ROOT"": {""FRAG"": 1}}",0.297,0.703,0.0,"{""N"": 2, ""V"": 1, ""P"": 2, ""D"": 1, ""R"": 1, "","": 1}"
,0,0,0,0,0,1,1,0,1,0,,{},0.0,0.0,0.0,{}
Nothing Breaks Like A Heart out now! ,37,7,1,4,0,1,0,0,1,0,,"{""NP"": {""DT#NNP"": 1, ""RB"": 1}, ""VP"": {""VBZ#PP#PP"": 1}}",0.325,0.675,0.0,"{""N"": 2, ""V"": 1, ""P"": 2, ""D"": 1, ""R"": 1, "","": 1}"
Few more hours... ,18,3,1,2,20,1,1,0,0,1,,"{""NP"": {""JJ#JJR#NNS"": 1, ""NP#:"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""A"": 2, ""N"": 1, "","": 1}"
 ,1,0,1,0,20,1,0,0,1,1,,{},0.0,0.0,0.0,{}
Pre-save with Spotify  ,23,3,1,1,19,1,0,1,1,1,,"{""ADJP"": {""JJ#PP"": 1}, ""ROOT"": {""ADJP"": 1}}",0.0,1.0,0.0,"{""V"": 1, ""P"": 1, ""^"": 1}"
Set reminder on the YouTube premiere....  ,42,6,1,3,19,1,1,1,1,1,,"{""NP"": {""DT#NNP#NN"": 1}, ""VP"": {""VB#NP#PP"": 1}, ""S"": {""VP#:"": 1}}",0.0,1.0,0.0,"{""A"": 1, ""N"": 2, ""P"": 1, ""D"": 1, ""^"": 1, "","": 1}"
,0,0,0,0,17,1,1,0,0,1,,{},0.0,0.0,0.0,{}
Nothing Breaks Like A Heart out tomorrow! Check next tweet for time zones  Mark Ronson ,87,15,1,7,17,1,1,1,0,1,💔:1,"{""NP"": {""DT#NNP"": 1, ""JJ#NN"": 1, ""NN#NNS"": 1}, ""VP"": {""VBZ#PP#PP"": 1, ""VB#NP#PP"": 1}, ""ROOT"": {""SINV"": 1}, ""SINV"": {""VP#NP"": 1}}",0.156,0.844,0.0,"{""N"": 6, ""V"": 2, ""P"": 3, ""D"": 1, "","": 1, ""A"": 1, ""^"": 2}"
11/29  Mark Ronson,18,3,1,1,16,1,1,1,0,0,💔:1,"{""NP"": {""NNP#NNP#NNP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""$"": 1, ""^"": 2}"
11/29  Mark Ronson,18,3,1,1,15,1,1,1,0,0,💔:1,"{""NP"": {""NNP#NNP#NNP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""$"": 1, ""^"": 2}"
11/29  Mark Ronson,18,3,1,1,23,1,1,1,0,0,💔:1,"{""NP"": {""NNP#NNP#NNP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""$"": 1, ""^"": 2}"
11/29  Mark Ronson,18,3,1,1,19,1,1,1,0,0,💔:1,"{""NP"": {""NNP#NNP#NNP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""$"": 1, ""^"": 2}"
,0,0,0,0,18,1,0,0,1,0,💔:3,{},0.0,0.0,0.0,{}
11/29  Mark Ronson,18,3,1,1,15,1,1,1,0,0,💔:1,"{""NP"": {""NNP#NNP#NNP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""$"": 1, ""^"": 2}"
11/29  Mark Ronson,18,3,1,1,23,1,1,1,0,0,💔:1,"{""NP"": {""NNP#NNP#NNP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""$"": 1, ""^"": 2}"
,0,0,0,0,19,1,0,0,1,0,💔:1,{},0.0,0.0,0.0,{}
11/29  Mark Ronson,18,3,1,1,19,1,1,1,0,0,💔:1,"{""NP"": {""NNP#NNP#NNP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""$"": 1, ""^"": 2}"
,0,0,0,0,17,1,0,0,1,0,💔:2,{},0.0,0.0,0.0,{}
,0,0,0,0,17,1,0,1,0,0,💔:2,{},0.0,0.0,0.0,{}
,0,0,0,0,17,1,0,1,0,0,💔:2,{},0.0,0.0,0.0,{}
,0,0,0,0,17,1,0,0,1,0,💔:1,{},0.0,0.0,0.0,{}
11/29  Mark Ronson,18,3,1,1,15,1,1,1,0,0,💔:1,"{""NP"": {""NNP#NNP#NNP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""$"": 1, ""^"": 2}"
Our home before and after the devastating . Please donate anything you can to The Malibu Foundation in hopes to restore Malibus magic... ,137,23,3,11,16,1,1,0,1,1,,"{""NP"": {""DT#JJ"": 1, ""NP#PP#."": 1, ""DT#NNP#NNP"": 1, ""NNP#NN"": 1, ""NP#SBAR#S"": 1}, ""PP"": {""IN#CC#IN#NP"": 1}, ""ROOT"": {""NP"": 1}, ""INTJ"": {""UH"": 1}, ""VP"": {""MD#PP"": 1}, ""S"": {""INTJ#VP#."": 1}, ""SBAR"": {""S"": 1}}",0.145,0.608,0.247,"{""D"": 3, ""N"": 3, ""P"": 5, ""&"": 1, ""A"": 2, "","": 2, ""V"": 5, ""O"": 1, ""^"": 2}"
,0,0,0,0,6,1,1,0,1,0,,{},0.0,0.0,0.0,{}
,0,0,0,0,21,1,1,0,1,0,,{},0.0,0.0,0.0,{}
To donate: ,11,2,13,1,6,1,0,0,7,0,,"{""PP"": {""TO"": 1}, ""NP"": {""CD"": 1}, ""FRAG"": {""PP#NP#:"": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,1.0,0.0,"{""P"": 1, ""V"": 1, "","": 1}"
"all I have left. Sending so much love and gratitude to the firefighters and LA country Sheriffs department!  If you are interested in getting involved see next tweet.... Donate $ , Time , Supplies I love you more than ever , Miley",230,42,3,28,6,1,0,0,0,0,,"{""NP"": {""ADJP#NN#CC#NN"": 1, ""DT#NNS"": 1, ""NNP#NN"": 1, ""JJ#NN"": 1, ""PRN#NNP#NNP"": 1, ""RB"": 1, ""NP#,"": 1, ""$#QP"": 1}, ""VP"": {""VBN"": 1, ""VBP#VP"": 1, ""VBG#NP#PP"": 1, ""VBZ#NP"": 1, ""VBN#S"": 1, ""VBG#VP"": 1, ""VBP#ADJP"": 1}, ""S"": {""RB#NP#VP#."": 1, ""S#CC#S#."": 1, ""SBAR#:#."": 1}, ""ADJP"": {""RB#JJ"": 1, ""JJ#PP"": 1}, ""PP"": {""IN#S"": 1}, ""SBAR"": {""IN#S"": 1}, ""PRN"": {"",#NP#,"": 1}, ""ADVP"": {""NP#JJR"": 1, ""ADVP#PP"": 1}, ""QP"": {""ADVP#CD"": 1}}",0.0,0.677,0.323,"{""D"": 2, ""O"": 4, ""V"": 9, "","": 6, ""R"": 2, ""A"": 4, ""N"": 9, ""&"": 2, ""P"": 4, ""^"": 2, ""G"": 1}"
Completely devestated by the fires affecting my community. I am one of the lucky ones. My animals and LOVE OF MY LIFE made it out safely & thats all that matters right now. My house no longer stands but the memories shared with family & friends stand strong. I am grateful for,276,52,1,30,6,1,0,0,0,0,,"{""NP"": {""DT#NNS"": 2, ""CD"": 1, ""DT#JJ#NNS"": 1, ""PRP$#NNS"": 1, ""NP#CC#NP"": 2, ""CC"": 1, ""PDT#DT#NNS"": 1, ""NP#VP"": 1}, ""PP"": {""IN"": 1}, ""VP"": {""VBG#NP"": 1, ""VBD#PP#S"": 1, ""VBP#NP"": 1, ""VBD#NP#PRT#ADVP"": 1, ""VBZ#NP#ADVP"": 1, ""VBN#PP"": 1, ""VBP#ADJP"": 2, ""VBZ#SBAR"": 1}, ""S"": {""S#NP#VP#."": 1, ""NP#ADVP#VP#."": 1}, ""PRT"": {""RP"": 1}, ""ADVP"": {""RB#RB"": 2}, ""ADJP"": {""JJ"": 1, ""JJ#PP"": 1}, ""SBAR"": {""CC#S"": 1}}",0.025,0.606,0.369,"{""R"": 6, ""V"": 9, ""P"": 5, ""D"": 8, ""N"": 10, "","": 4, ""O"": 3, ""$"": 1, ""A"": 3, ""&"": 4, ""T"": 1, ""L"": 1, ""X"": 1}"
,0,0,0,0,0,1,1,0,0,0,,{},0.0,0.0,0.0,{}
,0,0,0,0,2,1,1,0,0,0,,{},0.0,0.0,0.0,{}
  Happy Hippie KIND ,20,3,1,1,2,1,0,2,1,2,,"{""NP"": {""NNP#NNP#NNP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.113,0.887,"{""A"": 1, ""N"": 2}"
,0,0,0,0,16,1,1,0,0,1,,{},0.0,0.0,0.0,{}
thanks for showing your PRIDE rockin the Converse X Miley pride collection!! ,77,12,1,4,16,1,1,0,0,1,,"{""NP"": {""PRP$#JJ#NN"": 1, ""DT#NNP#NNP#NNP#NN#NN#NN"": 1}, ""VP"": {""VBG#NP#NP"": 1}, ""PP"": {""IN#S"": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.47,0.53,"{""N"": 5, ""P"": 1, ""V"": 2, ""D"": 2, ""E"": 1, ""^"": 1, "","": 1}"
 Wiz Khalifa,12,2,1,1,16,1,1,1,0,0,💚:1,"{""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 2}"
backstage before my  performance! Airs tonight at 10/9c on TNT!,63,10,1,5,17,1,1,0,0,1,,"{""ADVP"": {""RB#RB"": 1}, ""NP"": {""NP#NP#PP#."": 1}, ""FRAG"": {""ADVP#NP#."": 1}, ""ROOT"": {""FRAG"": 1, ""NP"": 1}}",0.0,1.0,0.0,"{""R"": 2, ""P"": 3, ""D"": 1, ""N"": 1, "","": 2, ""V"": 1, ""$"": 1, ""^"": 1}"
,0,0,0,0,3,1,1,0,0,0,,{},0.0,0.0,0.0,{}
NO ONE could ever love you more than I do! Even the thousands would never add up to how much space you take in my soul! Youre my everything!,140,29,1,21,1,1,1,0,0,0,,"{""NP"": {""DT#CD"": 1, ""RB#DT#NNS"": 1}, ""ADVP"": {""RBR"": 1, ""ADVP#SBAR"": 1}, ""VP"": {""VBP"": 1, ""VB#NP#ADVP"": 1, ""MD#ADVP#VP"": 2, ""VBP#PP"": 1, ""VB#PRT#PP"": 1}, ""S"": {""VP#."": 1}, ""SBAR"": {""IN#S"": 1, ""WHNP#S"": 1}, ""PRT"": {""RP"": 1}, ""WHADJP"": {""WRB#JJ"": 1}, ""WHNP"": {""WHADJP#NN"": 1}, ""PP"": {""TO#SBAR"": 1}}",0.086,0.765,0.149,"{""D"": 4, ""$"": 1, ""V"": 6, ""R"": 4, ""O"": 3, ""A"": 2, ""P"": 3, "","": 3, ""N"": 4, ""T"": 1, ""L"": 1}"
,0,0,0,0,19,1,1,0,0,0,,{},0.0,0.0,0.0,{}
Happy Daddys Day to the best Dad on the planet! Billy Ray Cyrus,63,13,1,8,19,1,1,1,0,0,,"{""NP"": {""NNP#NNPS#NNP"": 1, ""DT#JJS#NN"": 1, ""NP#PP#PP#."": 1, ""NNP#NNP#NNPS"": 1}, ""ROOT"": {""NP"": 2}}",0.0,0.573,0.427,"{""A"": 2, ""N"": 4, ""P"": 2, ""D"": 2, "","": 1, ""^"": 3}"
Even my trees are GAY! Happy pride!,35,7,1,4,14,1,1,0,0,0,,"{""NP"": {""RB#PRP$#NNS"": 1, ""JJ#NN#."": 1}, ""VP"": {""VBP#NP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.428,0.572,"{""R"": 1, ""D"": 1, ""N"": 2, ""V"": 1, ""A"": 2, "","": 2}"
Stan legends Andrew Wyatt Billy Ray Cyrus,41,7,1,2,3,1,1,2,0,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP"": 1}, ""FRAG"": {""NP"": 1}, ""VP"": {""VBZ"": 1}, ""SINV"": {""FRAG#VP#NP"": 1}, ""ROOT"": {""SINV"": 1}}",0.0,1.0,0.0,"{""^"": 7}"
,0,0,0,0,17,1,1,0,0,0,🌈:1,{},0.0,0.0,0.0,{}
AN ICONAND THE FUCKING PRESIDENT,32,6,3,4,18,1,1,0,0,0,,"{""NP"": {""DT#NNP#NNP"": 1, ""NP#NP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""D"": 2, ""^"": 1, ""A"": 1, ""N"": 1}"
,0,0,0,0,18,1,0,0,1,0,"💖:1,🌈:1",{},0.0,0.0,0.0,{}
ITS STILL THE WEEKEND SO PARTY  LIKE ME & MURRAYWatch us honor the bad ass life and career of George Clooney June 22nd on TNT!,126,26,3,17,21,1,1,0,0,0,,"{""NP"": {""NNP#NNP#NNP"": 1, ""NNP#NNP#NNP#NNP#CC#NNP"": 1, ""DT#JJ#NN#NN#CC#NN"": 1, ""NNP#CD"": 1, ""NP#NP#PP"": 1, ""NP#SBAR"": 1}, ""VP"": {""VBD#NP"": 1}, ""SBAR"": {""S"": 1}}",0.092,0.5,0.408,"{""L"": 1, ""R"": 1, ""D"": 2, ""N"": 5, ""P"": 4, ""O"": 2, ""&"": 2, ""V"": 2, ""A"": 1, ""^"": 4, ""$"": 1, "","": 1}"
,0,0,0,0,19,1,0,0,1,0,🌈:4,{},0.0,0.0,0.0,{}
,0,0,0,0,19,1,0,0,1,0,🌈:4,{},0.0,0.0,0.0,{}
.Vogue Magazine  ,17,2,1,0,19,1,0,1,1,0,🌈:1,"{""INTJ"": {""UH"": 1}, ""ROOT"": {""INTJ"": 1, ""NP"": 1}}",0.0,1.0,0.0,"{"","": 1, ""N"": 2}"
"Share your  with us, and look out for these at your Pride parades. Happy Hippie It Gets Better RainbowYOUTH Minus18  ",117,20,3,11,18,1,1,4,1,1,🌈:1,"{""NP"": {""PRP$"": 1, ""DT"": 1, ""PRP$#NN#NNS"": 1}, ""VP"": {""VB#NP#PP"": 1, ""VB#PRT#PP"": 1, ""VP#,#CC#VP"": 1, ""VBZ#ADJP"": 1, ""VBD#SBAR"": 1}, ""PRT"": {""RP"": 1}, ""S"": {""VP#."": 1}, ""ROOT"": {""SINV"": 1}, ""ADJP"": {""JJ"": 1, ""RBR"": 1}, ""FRAG"": {""ADJP"": 1}, ""SBAR"": {""S"": 1}, ""SINV"": {""FRAG#VP#NP"": 1}}",0.0,0.588,0.412,"{""V"": 3, ""D"": 2, ""P"": 3, ""O"": 3, "","": 2, ""&"": 1, ""T"": 1, ""N"": 3, ""A"": 1, ""R"": 1, ""G"": 1, ""^"": 1}"
,0,0,0,0,18,1,1,0,1,0,,{},0.0,0.0,0.0,{}
"All net proceeds of the Converse Pride collection will support our LGBTQ+ youth community partners globally! Happy Hippie , It Gets Better, RainbowYOUTH and Minus18! Shop collection at  ",186,28,2,12,17,1,0,4,1,1,,"{""NP"": {""DT#JJ#NNS"": 1, ""DT#NNP#NNP#NN"": 1, ""PRP$#NNP#NNP#NN#NN#NNS"": 1, ""NNP#,#NNP#CC#NNS"": 1, ""NP#NP"": 1}, ""PP"": {""IN"": 1}, ""VP"": {""VB#NP#ADVP"": 1, ""MD#VP"": 1, ""VBZ#NP"": 1}, ""S"": {""PP#,#NP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.652,0.348,"{""D"": 3, ""N"": 11, ""P"": 2, ""V"": 3, ""^"": 3, ""R"": 2, "","": 4, ""A"": 1, ""O"": 1, ""&"": 1}"
"Happy Pride!  Happy Hippie and I support being yourself everyday, and Pride is an extra special time to celebrate acceptance and love. I teamed up with Converse for this Pride collection to share that spirit of community and equality!",234,39,2,17,17,1,1,1,0,0,🌈:1,"{""NP"": {""JJ#NN#."": 1, ""NP#CC#NP"": 1, ""NN#CC#NN"": 2, ""DT#JJ#JJ#NN#S"": 1, ""DT#NNP#NN"": 1}, ""ROOT"": {""NP"": 1}, ""VP"": {""VBG#NP"": 1, ""VBP#S#NP"": 1, ""VBZ#NP"": 1, ""VBD#PRT#PP#S"": 1}, ""S"": {""S#,#CC#S#."": 1}, ""PRT"": {""RP"": 1}}",0.0,0.414,0.586,"{""A"": 4, ""N"": 13, "","": 4, ""&"": 4, ""O"": 3, ""V"": 6, ""D"": 3, ""P"": 5, ""T"": 1}"
 Spotify,8,1,1,0,5,1,1,1,0,0,💚:2,"{""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 1}"
Like nappin with floyd ,23,4,1,2,1,1,1,0,0,0,🌈:1,"{""FRAG"": {""IN#NP"": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,0.545,0.455,"{""P"": 2, ""V"": 1, ""^"": 1}"
Always a beautiful start to the dayWhen a piece of art finds its right & grateful owner,87,18,2,10,16,1,1,0,0,0,,"{""NP"": {""DT#JJ#NN"": 1, ""JJ#NN"": 1, ""NP#CC#NP"": 1, ""NP#SBAR"": 1}, ""VP"": {""VBZ#NP"": 1}, ""SBAR"": {""S"": 1}, ""FRAG"": {""ADVP#NP"": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,0.635,0.365,"{""R"": 2, ""D"": 3, ""A"": 2, ""V"": 2, ""P"": 2, ""^"": 1, ""N"": 3, ""L"": 1, ""&"": 1}"
step yo pussy up,16,4,1,3,14,1,1,0,0,0,,"{""NP"": {""NN#NN"": 1}, ""PRT"": {""RP"": 1}, ""VP"": {""VB#NP#PRT"": 1}}",0.0,1.0,0.0,"{""V"": 1, ""D"": 1, ""N"": 1, ""T"": 1}"
Happy Birthday  Brandi CyrusThrowback! Sissy time! Love you!,60,9,2,2,1,1,1,1,0,0,🎊:1,"{""NP"": {""JJ#NN"": 1, ""NP#NP#."": 1}, ""ROOT"": {""NP"": 1, ""FRAG"": 1}, ""FRAG"": {""ADVP#NP#."": 1}, ""S"": {""VP#."": 1}}",0.0,0.406,0.594,"{""A"": 1, ""N"": 3, ""^"": 2, "","": 3, ""V"": 1, ""O"": 1}"
COME THRU ,10,2,1,2,22,1,1,0,0,0,🌞:1,"{""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""V"": 1, ""P"": 1}"
,0,0,0,0,14,1,0,0,1,0,🔥:2,{},0.0,0.0,0.0,{}
 Chris Hemsworth,16,2,1,0,3,1,1,1,0,0,,"{""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 2}"
 Jimmy Kimmel Live ,19,3,1,1,14,1,1,1,1,1,,"{""NP"": {""NNP#NNP#NNP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 2, ""V"": 1}"
,0,0,0,0,1,1,1,0,0,0,,{},0.0,0.0,0.0,{}
Face Mask Facts AF tee Weed PantiesMC Sunday Checklist,54,10,5,6,21,1,1,0,0,0,,"{""VP"": {""VBP"": 1}, ""NP"": {""NNP#NNP#NNP#NNP#NNP#NNP#NNP#NNP"": 1}, ""SINV"": {""VP#NP"": 1}, ""ROOT"": {""SINV"": 1}}",0.0,1.0,0.0,"{""N"": 7, ""R"": 1, ""^"": 1}"
,0,0,0,0,19,1,1,0,0,0,,{},0.0,0.0,0.0,{}
Laurel Vs Yammy lol,19,4,1,2,2,1,1,0,0,0,,"{""NP"": {""NNP#NNP#NNP#NNPS"": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.517,0.483,"{""^"": 1, ""Z"": 1, ""A"": 1, ""!"": 1}"
If this isnt a definition of a Time i dont know wtf,51,12,2,11,14,1,1,0,0,1,,"{""NP"": {""DT"": 1, ""DT#NNP#FW#NN"": 1}, ""VP"": {""VBP#NP"": 1, ""VBP#SBAR"": 1}, ""SBAR"": {""S"": 1, ""IN#S"": 1}, ""ROOT"": {""SBAR"": 1}}",0.0,0.723,0.277,"{""P"": 2, ""O"": 2, ""V"": 3, ""D"": 2, ""N"": 2, ""!"": 1}"
3 Generations of GO GETTIN WOMEN. Happy mothers day to ALL!,59,11,1,6,17,1,1,0,0,0,,"{""NP"": {""CD#NNS"": 1, ""NNP#NNP#NNP"": 1, ""NP#PP#."": 1, ""JJ#NNS"": 1, ""NP#NP#PP#."": 1}, ""ROOT"": {""NP"": 2}}",0.0,0.693,0.307,"{""$"": 1, ""N"": 4, ""P"": 2, ""^"": 1, ""V"": 2, "","": 2, ""A"": 1}"
,0,0,0,0,17,1,1,0,0,0,,{},0.0,0.0,0.0,{}
Happy B-Day Mommy Tish Cyrus!& Happiest Mothers Day to mamas everywhere!,72,12,3,4,16,1,1,1,0,0,,"{""NP"": {""NNP#NNP#NNP#NNP#NNP#."": 1, ""NNP#NNP#NNP"": 1, ""CC#NP#TO#NP"": 1}, ""ROOT"": {""NP"": 1}, ""VP"": {""VBZ"": 1}}",0.0,0.515,0.485,"{""A"": 2, ""N"": 5, ""^"": 2, "","": 2, ""&"": 1, ""P"": 1, ""R"": 1}"
,0,0,0,0,14,1,1,0,0,0,,{},0.0,0.0,0.0,{}
,0,0,0,0,14,1,1,0,0,0,,{},0.0,0.0,0.0,{}
Not killing animals is fucking hot! Its so much cuter to NOT kill animals! ,75,14,1,9,4,1,1,0,0,0,,"{""NP"": {""PRP$#ADJP#NN"": 1}, ""VP"": {""VBG#NP"": 1, ""VBG#ADJP"": 1, ""VBZ#VP"": 1, ""VBP#NP"": 1}, ""S"": {""RB#S#VP#."": 1}, ""ADJP"": {""JJ"": 1, ""RB#JJ"": 1}}",0.0,0.491,0.509,"{""R"": 5, ""V"": 3, ""N"": 2, ""A"": 2, "","": 2, ""L"": 1, ""P"": 1}"
Happiest Birthday to my baby brother bear! Braison Cyrus  ,58,9,1,3,22,1,1,1,0,0,🐻:4,"{""NP"": {""JJ#NN"": 1, ""PRP$#NN#NN"": 1, ""NNP#NNPS"": 1}, ""VP"": {""VBP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.64,0.36,"{""A"": 1, ""N"": 4, ""P"": 1, ""D"": 1, "","": 1, ""^"": 2}"
Been in this together since the beginning! Love ya sister KATY PERRY,68,12,1,7,16,1,1,1,0,0,,"{""NP"": {""DT"": 1, ""NNP#NN#NNP#NNP"": 1}, ""ADVP"": {""RB#PP"": 1}, ""VP"": {""VBN#PP#ADVP"": 1, ""VBZ"": 1}, ""S"": {""VP#."": 1}, ""ROOT"": {""SINV"": 1}, ""SINV"": {""VP#NP"": 1}}",0.0,0.71,0.29,"{""V"": 2, ""P"": 2, ""O"": 1, ""R"": 1, ""D"": 2, ""N"": 2, "","": 1, ""^"": 2}"
 Stella McCartney,17,2,1,0,0,1,1,1,0,1,,"{""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""^"": 2}"
Thank you Stella McCartney for having me as your date & shining a bright light on sustainable non violent fashion!,114,20,1,10,18,1,1,1,0,0,,"{""NP"": {""DT#JJ#NN"": 1, ""ADJP#JJ#NN"": 1, ""NP#CC#RB#NP"": 1}, ""ADJP"": {""JJ#JJ"": 1}, ""PP"": {""IN#S"": 1}, ""VP"": {""VBG#NP#PP"": 1, ""VB#S"": 1}, ""S"": {""NP#NP"": 1, ""VP#."": 1}}",0.159,0.61,0.231,"{""V"": 3, ""O"": 2, ""^"": 2, ""P"": 3, ""D"": 2, ""N"": 4, ""&"": 1, ""A"": 3, "","": 1}"
,0,0,0,0,15,1,1,0,0,0,,{},0.0,0.0,0.0,{}
.Stella McCartney girls!!! Paris-Michael K. J.,46,6,1,2,1,1,1,2,0,0,,"{""INTJ"": {""UH"": 1}, ""ROOT"": {""INTJ"": 1, ""NP"": 1}, ""NP"": {""NNP#NNP#NNP#NNP"": 1, ""NP#NP#NP"": 1}}",0.0,1.0,0.0,"{"","": 4, ""^"": 4, ""N"": 1, ""G"": 1}"
,0,0,0,0,0,1,1,0,0,0,,{},0.0,0.0,0.0,{}
,0,0,0,0,0,1,1,0,0,0,,{},0.0,0.0,0.0,{}
,0,0,0,0,0,1,1,0,0,0,,{},0.0,0.0,0.0,{}
Punk ball! Babies first MET! Marc Jacobs ,41,7,1,3,15,1,1,1,0,0,🍒:1,"{""VP"": {""VBP"": 1}, ""S"": {""VP#."": 1, ""NP#ADVP#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,1.0,0.0,"{""N"": 3, "","": 2, ""R"": 1, ""V"": 1, ""^"": 2}"
