fixed tweet,tweet length,number of words,number of lines,number of short words,upload hour,tweet source code,included media(?),number of user mentions,number of links,number of hashtags,emojis,pcfg rules,negativity score,neutrality score,positivity score,part of speech tagging
This Tweet from @BeingSalmanKhan has been withheld in response to a report from the copyright holder. .,103,17,1,10,7,3,0,0,1,0,,"{""NP"": {""DT#NNP"": 1, ""DT#NN#NN"": 1}, ""VP"": {""VBN#PP#PP#."": 1, ""VBN#VP"": 1, ""VBZ#VP"": 1}}",0.0,1.0,0.0,"{""D"": 3, ""N"": 5, ""P"": 4, ""@"": 1, ""V"": 3, "","": 2}"
Welcome Harsh Varrdhan Kapoor Jhakaassss..,42,5,1,0,5,14,1,1,0,0,,"{""NP"": {""NNP#NNP#NNP#."": 1, ""NP#NP#."": 1}, ""ROOT"": {""NP"": 1}}",0.326,0.337,0.337,"{""V"": 1, ""A"": 1, ""^"": 3, "","": 1}"
And the  store was launched by Arbaaz Khan . Toh jao enjoy shopping  . ,71,14,1,9,16,3,0,1,1,1,😀:1,"{""VP"": {""VBN#PP"": 1, ""VBD#VP"": 1, ""VBP#NP"": 1}, ""S"": {""CC#NP#VP#."": 1}}",0.0,0.68,0.32,"{""&"": 1, ""D"": 1, ""N"": 2, ""V"": 3, ""P"": 1, ""^"": 2, "","": 2, ""G"": 2}"
Happy to announce opening today of one of the biggest stores for  in Indore .,77,15,1,8,15,14,1,0,0,1,,"{""NP"": {""VBG#NN"": 1, ""CD"": 1, ""DT#JJS#NNS"": 1, ""NP#PP#PP"": 1}, ""PP"": {""IN#PP"": 1}, ""ADJP"": {""JJ#S#PP"": 1}, ""FRAG"": {""ADJP#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,0.778,0.222,"{""A"": 2, ""P"": 5, ""V"": 2, ""N"": 2, ""$"": 1, ""D"": 1, ""^"": 1, "","": 1}"
"Apna version jo 12volt ka tha, that now sounds like 6volts kalekin ye smile toh hai 440volt ka.Only for u guys.Njoy ",116,21,1,12,7,14,0,0,1,0,😀:1,"{""NP"": {""NNP#NN"": 1, ""JJ#NN#NN"": 1, ""JJ#NN"": 1, ""NN#NN#NNS"": 1, ""NN#NN"": 1, ""NP#,#SBAR"": 1}, ""WHNP"": {""WDT"": 1}, ""PP"": {""ADVP#IN#NP"": 1}, ""VP"": {""VBP#NP#PP"": 1, ""VBZ#SBAR"": 1, ""VBP#NP"": 1}, ""S"": {""PP#NP#VP"": 1, ""ADVP#VP"": 1}, ""SBAR"": {""S"": 1, ""WHNP#S"": 1}}",0.0,0.783,0.217,"{""^"": 6, ""N"": 3, ""D"": 2, "","": 3, ""O"": 2, ""R"": 2, ""V"": 2, ""P"": 2, ""Z"": 1, ""G"": 1, ""!"": 2}"
Let's cheer for Manish S. Rawat  ,33,6,1,2,10,3,1,0,0,2,,"{""NP"": {""POS"": 1, ""NNP#NNP#NNP"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.602,0.398,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 3, "","": 1}"
Let's cheer for Sapna Punia   ,30,5,1,1,6,3,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 2}"
"Sultan is not just a game, its a sport Sultan: The Game Download the game now ",78,16,1,11,7,3,0,1,1,0,,"{""NP"": {""NP#NP"": 1, ""PRP$#NP"": 1, ""NP#,#NP"": 1}, ""VP"": {""VBZ#RB#ADVP#NP"": 1, ""VB#NP#ADVP"": 1}, ""S"": {""S#:#S"": 1}}",0.0,1.0,0.0,"{""^"": 1, ""V"": 2, ""R"": 3, ""D"": 4, ""N"": 5, "","": 2, ""L"": 1}"
Ek baar maine commitment kar di Toh... So suno jag.... in my voice .   . Link: ,79,16,1,10,7,3,0,0,1,1,,"{""NP"": {""NN#NN#NNP#FW#NNP"": 1, ""RB#JJ#NN"": 1, ""NP#:#NP"": 1, ""NN#:"": 1}, ""VP"": {""VBP#NP"": 1}, ""S"": {""NP#VP#:#."": 1}, ""ROOT"": {""FRAG"": 1, ""NP"": 1}, ""PP"": {""IN#NP#."": 1}, ""FRAG"": {""PP#."": 1}}",0.0,0.833,0.167,"{""^"": 3, ""N"": 4, ""G"": 4, "","": 5, ""P"": 2, ""D"": 1}"
Let's cheer for B. Sumeeth Reddy & Manu Attri   ,48,9,1,4,11,3,1,0,0,2,,"{""NP"": {""POS"": 1, ""NNP#NNP#NNP#CC#NNP#NNP"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.68,0.32,"{""L"": 1, ""V"": 1, ""P"": 1, ""N"": 1, "","": 1, ""^"": 4, ""&"": 1}"
Check out the preview of Sultan: The Game. Releasing on 10 June.,64,12,1,6,7,3,0,1,1,0,,"{""PRT"": {""RP"": 1}, ""NP"": {""NP#:#NP"": 1, ""CD"": 1}, ""VP"": {""VB#PRT#NP"": 1, ""VBG#PP#NP"": 1}, ""S"": {""VP#."": 2}}",0.0,1.0,0.0,"{""V"": 2, ""T"": 1, ""D"": 2, ""N"": 2, ""P"": 2, ""^"": 2, "","": 3, ""$"": 1}"
Do din buss = ). Itna toh wait karhi sakte ho till then enjoy Rahat .,69,16,1,12,12,3,0,0,0,0,,"{""NP"": {""NN#NN#NNS#-RRB-"": 1, ""JJ#NN#NN"": 1, ""RB"": 1}, ""VP"": {""VBP#NP"": 1, ""VBP#NP#SBAR"": 1}, ""S"": {""VP#."": 1}, ""SBAR"": {""IN#S"": 1}}",0.0,0.802,0.198,"{""V"": 4, ""N"": 1, "","": 4, ""G"": 2, ""^"": 4, ""P"": 1, ""R"": 1}"
My version sung for my fans coming up in 2 days .,49,12,1,10,7,3,0,0,0,0,,"{""NP"": {""PRP$#NNS"": 1, ""CD#NNS"": 1, ""NP#VP"": 1}, ""PRT"": {""RP"": 1}, ""VP"": {""VBG#PRT#PP"": 1, ""VBN#PP"": 1}}",0.0,1.0,0.0,"{""D"": 2, ""N"": 3, ""V"": 2, ""P"": 2, ""T"": 1, ""$"": 1, "","": 1}"
Enjoy  Rahat's version . Sultan Official ,41,6,1,1,7,3,0,1,1,1,,"{""VP"": {""VBZ#NP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.556,0.444,"{""V"": 1, ""Z"": 1, ""N"": 1, "","": 1, ""^"": 2}"
Let's cheer for Gurpreet Singh  ,32,5,1,1,11,14,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 2}"
Let's cheer for P. V. Sindhu  ,30,6,1,3,12,3,1,0,0,2,,"{""NP"": {""POS"": 1, ""NNP#NNP#NNP"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.602,0.398,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 1, "","": 2, ""G"": 2}"
Having fun with Sultan & YRF music. Hope u like it . ,53,12,1,9,6,3,0,0,1,0,,"{""NP"": {""NNP#CC#NNP#NN"": 1}, ""VP"": {""VBG#NP#PP"": 1, ""VBP#NP"": 1}, ""S"": {""VP#."": 1}}",0.0,0.408,0.592,"{""V"": 3, ""N"": 2, ""P"": 1, ""^"": 2, ""&"": 1, "","": 2, ""O"": 2}"
Let's cheer for Gurmeet Singh  ,31,5,1,1,5,14,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 2}"
Let's cheer for Nitendra S. Rawat  ,35,6,1,2,5,14,1,0,0,2,,"{""NP"": {""POS"": 1, ""NNP#NNP#NNP"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.602,0.398,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 3, "","": 1}"
Let's cheer for Kheta Ram  ,27,5,1,2,10,3,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 2}"
Album link . ,13,3,1,2,8,14,0,0,1,0,,"{""VP"": {""VBP"": 1}}",0.0,1.0,0.0,"{""N"": 2, "","": 1}"
Sultan's full music album coming up at 2pm.,43,8,1,4,8,14,0,0,0,0,,"{""NP"": {""NNP#POS"": 1, ""NP#JJ#NN#NN"": 1, ""CD"": 1, ""NP#VP"": 1}, ""PRT"": {""RP"": 1}, ""VP"": {""VBG#PRT#PP"": 1, ""VBP"": 1}}",0.0,1.0,0.0,"{""Z"": 1, ""A"": 1, ""N"": 2, ""V"": 1, ""T"": 1, ""P"": 1, ""$"": 1, "","": 1}"
Let's cheer for Ashwini Ponappa & Jwala  Gutta  ,48,8,1,2,7,14,1,0,0,2,,"{""NP"": {""POS"": 1, ""NNP#NNP#CC#NNP#NNP"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.645,0.355,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 4, ""&"": 1}"
Let's cheer for Shiva Thapa  ,29,5,1,1,6,14,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 2}"
Let's cheer for Kavita Raut   ,30,5,1,2,5,3,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 2}"
Let's cheer for Sudha Singh   ,30,5,1,1,6,3,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 2}"
Let's cheer for Heena Sidhu   ,30,5,1,1,5,14,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 2}"
,0,0,0,0,14,14,0,0,1,0,,{},0.0,0.0,0.0,{}
Let's cheer for Jitu Rai  ,26,5,1,3,5,3,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 2}"
Let's cheer for Chain Singh  ,29,5,1,1,7,3,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""N"": 1, ""^"": 1}"
Let's cheer for Sharath Kamal Achanta  ,39,6,1,1,5,3,1,0,0,2,,"{""NP"": {""POS"": 1, ""NNP#NNP#NNP"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.602,0.398,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 3}"
Dnt stop eating. Jst eat right. Read Dr Muffi's book.   ,56,10,1,6,9,14,1,0,1,2,,"{""NP"": {""NNP#NNP#POS"": 1, ""NP#NN"": 1}, ""VP"": {""VBG"": 1, ""VBP#S"": 1, ""VBP#ADVP"": 1}, ""S"": {""VP#."": 1}}",0.196,0.804,0.0,"{""V"": 5, "","": 3, ""R"": 2, ""^"": 1, ""Z"": 1, ""N"": 1}"
Let's cheer for Mouma Das  ,27,5,1,2,5,14,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.548,0.452,"{""L"": 2, ""V"": 1, ""P"": 1, ""^"": 1}"
Let's cheer for Apurvi Chandela  ,33,5,1,1,9,3,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 2}"
Let's cheer for Manika Batra  ,30,5,1,1,7,3,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 2}"
Let's cheer for Kynan Chenai  ,30,5,1,1,5,14,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 2}"
Let's cheer for Saina Nehwal  Saina Nehwal  ,44,7,1,1,5,3,1,1,0,2,,"{""NP"": {""POS"": 1, ""NNP#NNP#NNP#NNP"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.645,0.355,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 4}"
Let's cheer for Inderjeet Singh  ,33,5,1,1,5,3,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 2}"
Let's cheer for Manpreet Kaur  ,31,5,1,2,6,3,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 2}"
Happy Mother's Day  .,21,4,1,2,8,14,1,0,0,0,,"{""VP"": {""VBZ#NP"": 1}}",0.0,0.351,0.649,"{""A"": 1, ""Z"": 1, ""N"": 1, "","": 1}"
Let's cheer for Khushbir Kaur  ,31,5,1,2,5,14,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 2}"
Well done Vinesh Phogat & Sakshi Malik . d 1st time 2 women wrestlers frm India hv qualified for d Olympics. ,109,21,1,12,17,14,0,0,0,1,,"{""NP"": {""NNP#NNP#CC#NNP#NNP"": 1, ""JJ#NN#CD#NNS#NNS"": 1, ""NNP#NNPS"": 1}, ""S"": {""NP"": 1, ""NP#ADJP"": 1, ""LST#NP#VP#."": 1}, ""VP"": {""VBN#S"": 1, ""VBP#S"": 1}, ""LST"": {""LS"": 1}, ""ADJP"": {""VBN#PP"": 1}}",0.0,0.877,0.123,"{""!"": 1, ""V"": 2, ""^"": 7, ""&"": 1, "","": 2, ""G"": 1, ""A"": 2, ""N"": 3, ""$"": 1, ""P"": 2}"
iss saal 8may ek cup chai peelo n support those fighting cancer  Spirit In Realtime Viji Venkatesh ,99,17,1,9,10,3,0,2,2,0,,"{""NP"": {""JJ#JJ#NN#NN"": 1, ""CD#NN#NN#NN"": 1, ""DT#NN#NN#NNS"": 1, ""NNP#NNP#NNP"": 1}, ""VP"": {""VBP#NP"": 1}, ""SINV"": {""VP#NP#NP#PP"": 1}, ""ROOT"": {""SINV"": 1}}",0.296,0.515,0.189,"{""G"": 4, ""N"": 6, ""&"": 1, ""V"": 2, ""O"": 1, ""P"": 1, ""^"": 2}"
they hv started this thing k chai peeo aur uss ka paisa vil help them help others .,83,18,1,14,10,3,0,0,0,0,,"{""NP"": {""DT#NN#NN#NNS#NN#NN#NN"": 1, ""NN#NN"": 1}, ""VP"": {""VB#S"": 1, ""VBP#S"": 1, ""VBD#SBAR"": 1}, ""S"": {""NP#ADVP#VP#."": 1}, ""SBAR"": {""S"": 1}}",0.0,0.722,0.278,"{""O"": 2, ""V"": 4, ""D"": 1, ""N"": 6, ""P"": 1, ""G"": 3, "","": 1}"
when max died of cancer his ma-baap started the max foundation to help other cancer patients .,94,17,1,10,10,3,0,0,0,0,,"{""WHADVP"": {""WRB"": 1}, ""NP"": {""DT#NN#NN"": 1, ""JJ#NN#NNS"": 1}, ""VP"": {""VBD#PP"": 1, ""VBD#NP#S"": 1}, ""S"": {""SBAR#NP#VP#."": 1}, ""SBAR"": {""WHADVP#S"": 1}}",0.458,0.443,0.1,"{""R"": 1, ""^"": 2, ""V"": 3, ""P"": 2, ""N"": 5, ""D"": 2, ""A"": 1, "","": 1}"
Let's cheer for Gagan Narang .  ,32,6,1,2,5,3,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}, ""S"": {""VP#."": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 2, "","": 1}"
Let's cheer for O.P. Jaisha   ,30,5,1,2,5,3,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 2}"
Let's cheer for Sandeep Kumar .  ,33,6,1,2,5,3,1,0,0,2,,"{""NP"": {""POS"": 1}, ""VP"": {""VB#PP"": 1, ""VB#S"": 1}, ""S"": {""VP#."": 1}}",0.0,0.548,0.452,"{""L"": 1, ""V"": 1, ""P"": 1, ""^"": 2, "","": 1}"
"Three cheers for Abhinav Bindra OLY,Olympic gold medalist& India's Goodwill Ambassador  ",88,11,1,2,5,3,1,1,0,2,,"{""NP"": {""CD#NNS"": 1, ""NNP#NNP#NNP"": 1, ""JJ#NN#NN"": 1, ""NNP#POS"": 1, ""NP#NNP#NNP"": 1, ""NP#,#NP#CC#NP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.763,0.237,"{""$"": 1, ""N"": 3, ""P"": 1, ""^"": 6, "","": 1, ""&"": 1, ""Z"": 1}"
"This younger gen is fab has a lot of integrity, respect n culture. God bless em .",81,17,1,12,10,1,0,0,0,0,,"{""NP"": {""DT#JJR#NN"": 1, ""NN#NN#NN"": 1, ""NP#,#NP"": 1, ""NP#SBAR"": 1}, ""VP"": {""VBZ#NP"": 2, ""VBP"": 1}, ""SBAR"": {""S"": 1}}",0.0,0.398,0.602,"{""D"": 2, ""A"": 2, ""N"": 4, ""V"": 4, ""P"": 1, "","": 3, ""&"": 1, ""^"": 1, ""O"": 1}"
"Gud upbringing, so happy to hv taken a pic vit him. Learn .",59,13,1,9,10,1,0,0,0,0,,"{""ADJP"": {""JJ#,#RB#JJ"": 1}, ""NP"": {""DT#NN#NN"": 1, ""NP#VP"": 1}, ""S"": {""NP#NP"": 1, ""VP#."": 2}, ""VP"": {""VBN#S"": 1, ""VB#ADJP#PP"": 1, ""VBN"": 1}}",0.0,0.678,0.322,"{""A"": 2, ""N"": 3, "","": 3, ""R"": 1, ""P"": 1, ""V"": 3, ""D"": 1, ""O"": 1}"
"at the airport wen ppl were slyly n openly taking pics vit thr phones, this kid stood quietly, requested for a pic.",115,22,1,14,10,1,1,0,0,0,,"{""NP"": {""DT#NN#NN#NN"": 1, ""JJ#NN#NN#NNS"": 1, ""NP#SBAR"": 1}, ""ADJP"": {""RB#JJ"": 1}, ""VP"": {""VBG#NP"": 1, ""VBD#ADJP#ADVP#VP"": 1, ""VBN#PP"": 1, ""VBD#ADVP#,#S"": 1}, ""S"": {""PP#,#NP#VP#."": 1}, ""SBAR"": {""S"": 1}}",0.0,1.0,0.0,"{""P"": 2, ""D"": 4, ""N"": 7, ""R"": 4, ""V"": 4, ""&"": 1, "","": 3}"
Happy Birthday to my Sultani Arfa Sultan Official Anushka Sharma . ,67,11,1,4,5,14,0,2,1,1,,"{""NP"": {""JJ#NN"": 1, ""PRP$#NNP#NNP#NNP#NNP#NNP#NNP"": 1, ""NP#PP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.709,0.291,"{""A"": 1, ""N"": 2, ""P"": 1, ""D"": 1, ""^"": 5, "","": 1}"
Let's cheer our 2016 Olympic stars . Here's Dipa Karmakar  ,59,10,1,4,18,3,1,0,0,1,,"{""NP"": {""POS"": 1, ""PRP$#CD#NNP#NNS"": 1}, ""VP"": {""VB#S"": 1, ""VBZ"": 1}, ""S"": {""VP#."": 1}, ""ROOT"": {""SINV"": 1}, ""SINV"": {""ADVP#VP#NP"": 1}}",0.0,0.708,0.292,"{""L"": 2, ""V"": 1, ""D"": 1, ""$"": 1, ""N"": 2, "","": 1, ""^"": 2}"
"Filmed sultaan in muzaffarnagar,cld not hv happened vit out the support of the C M, people,film development Corp,police n admin. 2 much fun.",140,23,1,14,18,14,0,0,0,0,,"{""NP"": {""JJ#NN"": 2, ""DT#NNP#NNP"": 1, ""NN#NN#NNP"": 1, ""NN#NN#NN"": 1, ""NP#,#NP#,#NP#,#NP"": 1, ""CD"": 1, ""NP#NP#."": 1}, ""VP"": {""VBN#NP#PP"": 1, ""VB#VP"": 1, ""VBP#RB#VP"": 1}, ""S"": {""NP#,#VP#."": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.75,0.25,"{""V"": 4, ""N"": 11, ""P"": 3, "","": 6, ""R"": 1, ""D"": 2, ""^"": 2, ""&"": 1, ""$"": 1, ""A"": 1}"
"Mary Kom . Boxer, MP, winner . Mary Kom brings a winning attitude to all her work .",83,18,1,13,17,1,1,1,0,0,,"{""NP"": {""NNP#NNP#."": 1, ""NNP#,#NNP"": 1, ""NP#,#NP#."": 1, ""DT#VBG#NN"": 1, ""PDT#PRP$#NN"": 1}, ""ROOT"": {""NP"": 2}, ""VP"": {""VBZ#NP"": 1}}",0.0,0.625,0.375,"{""^"": 5, "","": 5, ""N"": 4, ""V"": 1, ""D"": 3, ""A"": 1, ""P"": 1}"
Thx Abhinav Bindra OLY will do my best . ,41,9,1,7,17,1,0,1,1,0,,"{""NP"": {""NNP#NNP#NNP#NNP"": 1, ""PRP$#JJS"": 1}, ""VP"": {""MD#VP"": 1}}",0.0,0.472,0.528,"{""N"": 1, ""^"": 3, ""V"": 2, ""D"": 1, ""A"": 1, "","": 1}"
,0,0,0,0,10,3,1,0,0,0,,{},0.0,0.0,0.0,{}
,0,0,0,0,10,3,1,0,0,0,,{},0.0,0.0,0.0,{}
,0,0,0,0,18,3,0,0,1,0,,{},0.0,0.0,0.0,{}
Support @MpowerMinds by riding ur cycle for a good cause. register now at ,74,13,1,7,6,3,0,1,1,0,,"{""NP"": {""NN#NN"": 1, ""DT#JJ#NN"": 1}, ""PP"": {""IN#S"": 1, ""IN"": 1}, ""VP"": {""VBG#NP#PP"": 1, ""VBZ#PP"": 1, ""VB#ADVP#PP"": 1}}",0.0,0.641,0.359,"{""V"": 3, ""@"": 1, ""P"": 3, ""D"": 2, ""N"": 2, ""A"": 1, "","": 1, ""R"": 1}"
"Great initiative by BMC for waste management,couldn't attend this exhibition with my bandraite's.. Yaha Jaana zaroor",116,16,1,7,18,3,1,0,0,0,,"{""NP"": {""JJ#NN"": 1, ""NN#NN"": 1, ""NNP#NNP#NNP"": 1}, ""VP"": {""VBZ"": 1, ""VB#SBAR"": 1, ""MD#RB#VP"": 1}, ""S"": {""NP#,#VP#."": 1}, ""SBAR"": {""S"": 1}, ""ROOT"": {""NP"": 1}}",0.134,0.67,0.196,"{""A"": 1, ""N"": 4, ""P"": 3, ""^"": 4, "","": 2, ""V"": 2, ""D"": 2, ""G"": 1}"
My Galaxy is Garbage free !!! What about our Galaxy ???,55,11,1,7,18,3,0,0,0,0,,"{""NP"": {""WP"": 1, ""PRP$#NNP#NN"": 1}, ""ADJP"": {""RB#JJ"": 1}, ""VP"": {""VBG#NP#PP"": 1, ""VBZ#ADJP#S"": 1}}",0.0,0.68,0.32,"{""D"": 2, ""N"": 3, ""V"": 1, ""A"": 1, "","": 2, ""O"": 1, ""P"": 1}"
Lkng fwd 2 this film TRAFFIC ,29,6,1,5,11,1,0,0,1,0,,"{""QP"": {""CD#CD"": 1}, ""NP"": {""QP#DT#NN#NN"": 1}, ""VP"": {""VBG#NP"": 1}}",0.0,1.0,0.0,"{""V"": 2, ""P"": 1, ""D"": 1, ""N"": 2}"
,0,0,0,0,18,3,1,0,0,0,,{},0.0,0.0,0.0,{}
"So happy to see Anant Ambani,lots of respect n sooo happy fr him.Takes a lot of willpower to loose 108kgs in 18mnths ",117,22,1,12,16,3,1,0,0,0,,"{""NP"": {""NN#NN#JJ#JJ#NN#NNS"": 1, ""NP#NP"": 1, ""NP#PP#PP"": 1, ""NP#,#NP"": 1, ""JJ#NNS"": 1, ""CD"": 1}, ""VP"": {""VB#NP#PP"": 1}, ""ADJP"": {""RB#JJ#S"": 1}, ""ROOT"": {""ADJP"": 1}}",0.078,0.544,0.377,"{""R"": 2, ""A"": 2, ""P"": 6, ""V"": 3, ""^"": 2, "","": 2, ""N"": 5, ""&"": 1, ""O"": 1, ""D"": 1, ""$"": 1}"
Chalo r u ready for Bigg Boss 10  ,34,8,1,6,14,1,0,0,1,0,,"{""NP"": {""NNP#NN#NN"": 1, ""NNP#CD"": 1}, ""VP"": {""VBG#NP"": 1}, ""S"": {""NP#ADJP"": 1}, ""PP"": {""IN#S"": 1}, ""ADJP"": {""JJ#PP"": 1}}",0.0,0.667,0.333,"{""!"": 1, ""V"": 1, ""O"": 1, ""A"": 1, ""P"": 1, ""^"": 2, ""$"": 1}"
,0,0,0,0,11,3,1,0,0,0,,{},0.0,0.0,0.0,{}
How sweet . ,12,3,1,2,12,3,1,0,0,0,,"{""WHADVP"": {""WRB"": 1}, ""ADJP"": {""WHADVP#JJ"": 1}, ""FRAG"": {""ADJP#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,0.25,0.75,"{""R"": 1, ""A"": 1, "","": 1}"
"Luv u dad, wlcm to twitter Salim Khan",37,8,1,6,17,1,0,1,0,0,,"{""NP"": {""NN#NN"": 1}, ""VP"": {""VB#S"": 1, ""VP#,#VP"": 1}}",0.0,1.0,0.0,"{""V"": 1, ""O"": 1, ""N"": 1, "","": 1, ""!"": 1, ""P"": 1, ""^"": 3}"
20 yrs ago Leslie Lewis composed this song on his daughter birth . Happy birthday Divya . ,90,17,2,9,20,3,0,0,1,0,,"{""QP"": {""CD#CD"": 1}, ""NP"": {""QP#IN#NP"": 1, ""PRP$#NN#NN"": 1, ""JJ#NN"": 1, ""NP#NP#."": 1}, ""VP"": {""VBN#NP"": 1}, ""ROOT"": {""NP"": 1}}",0.0,0.791,0.209,"{""$"": 1, ""N"": 5, ""R"": 1, ""^"": 3, ""V"": 1, ""D"": 2, ""P"": 1, "","": 2, ""A"": 1}"
Dr Cabbie is now in India . Only on Hotstar . ,46,11,1,8,10,1,0,0,1,0,,"{""ADVP"": {""RB#PP"": 1}, ""VP"": {""VBZ#ADVP#PP"": 1}, ""ROOT"": {""FRAG"": 1}, ""FRAG"": {""ADVP#."": 1}}",0.0,1.0,0.0,"{""^"": 4, ""V"": 1, ""R"": 2, ""P"": 2, "","": 2}"
So sweet .  ,12,3,2,2,9,3,0,0,1,0,,"{""ADJP"": {""JJ"": 1}, ""FRAG"": {""RB#ADJP#."": 1}, ""ROOT"": {""FRAG"": 1}}",0.0,0.233,0.767,"{""R"": 1, ""A"": 1, "","": 1}"
"Just Tweeting This  . Don't watch it , your loss  ... ",54,11,1,8,4,3,0,0,1,0,,"{""NP"": {""RB#JJ"": 1, ""DT"": 1, ""NP#,#NP"": 1}, ""FRAG"": {""NP#NP#."": 1}, ""ROOT"": {""FRAG"": 1}, ""VP"": {""VB#RB#VP"": 1}, ""S"": {""VP#:"": 1}}",0.223,0.777,0.0,"{""R"": 1, ""V"": 3, ""O"": 2, "","": 3, ""D"": 1, ""N"": 1}"
